cid,firstlast,lastname,office,gender,first_elected,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,feccandid,twitter_id,youtube_url,facebook_id,birthdate
N00050419,Nick LaLota,LaLota,NY01,M,2022,,,,,,,,,,,,
N00046030,Andrew Garbarino,Garbarino,NY02,M,2020,202225-7896,202226-2279,https://garbarino.house.gov/,,"1516 Longworth House Office Building, Washington, DC 20515",G000597,,,@RepGarbarino,,RepAndrewGarbarino,09/27/84
N00046427,George Santos,Santos,NY03,M,2022,,,,,,,,,,,,
N00050681,Anthony D'Esposito,D'Esposito,NY04,M,2022,,,,,,,,,,,,
N00001171,Gregory Meeks,Meeks,NY05,M,1998,202-225-3461,202-226-4169,http://meeks.house.gov,https://meeks.house.gov/contact-me/email-me,2234 Rayburn House Office Building,M001137,4360,H8NY06048,GregoryMeeks,https://youtube.com/gwmeeks,gregorymeeksny05,1953-09-25
N00034547,Grace Meng,Meng,NY06,F,2012,202-225-2601,202-225-1589,http://meng.house.gov,https://meng.house.gov/contact/email-me,1317 Longworth House Office Building,M001188,69157,H2NY06116,RepGraceMeng,,repgracemeng,1975-10-01
N00001102,Nydia Velazquez,Velazquez,NY07,F,1992,202-225-2361,202-226-0327,https://velazquez.house.gov,http://velazquez.house.gov/IMA/issue_subscribe.shtml,2302 Rayburn House Office Building,V000081,26975,H2NY00010,NydiaVelazquez,https://youtube.com/nydiavelazquez,8037068318,1953-03-28
N00033640,Hakeem Jeffries,Jeffries,NY08,M,2012,202-225-5936,,http://jeffries.house.gov,https://jeffriesforms.house.gov/contact/,1607 Longworth House Office Building,J000294,55285,H2NY10092,RepJeffries,,RepHakeemJeffries,1970-08-04
N00026961,Yvette Clarke,Clarke,NY09,F,2006,202-225-6231,202-226-0112,https://clarke.house.gov,https://clarke.house.gov/contact/email-me,2058 Rayburn House Office Building,C001067,44741,H4NY11138,RepYvetteClarke,https://youtube.com/repyvetteclarke,repyvettedclarke,1964-11-21
N00051424,Dan Goldman,Goldman,NY10,M,2022,,,,,,,,,,,,
N00044040,Nicole Malliotakis,Malliotakis,NY11,F,2020,202225-3371,,https://malliotakis.house.gov/,,"417 Cannon House Office Building, Washington, DC 20515",M000317,,,@RepMalliotakis,,,11/11/80
N00000939,Jerrold Nadler,Nadler,NY12,M,1992,202-225-5635,202-225-6923,http://nadler.house.gov,https://jerroldnadler.house.gov/forms/writeyourrep/default.aspx,2109 Rayburn House Office Building,N000002,26980,H2NY17071,RepJerryNadler,https://youtube.com/congressmannadler,CongressmanNadler,1947-06-13
N00034549,Adriano Espaillat,Espaillat,NY13,M,2016,202-225-4365,202-225-0816,https://espaillat.house.gov,,1630 Longworth House Office Building,E000297,,,RepEspaillat,,RepEspaillat,1954-09-27
N00041162,Alexandria Ocasio-Cortez,Ocasio-Cortez,NY14,F,2018,202-225-3965,,https://ocasio-cortez.house.gov/,,229 Cannon House Office Building,O000172,,,,,,1989-10-13
N00044346,Ritchie Torres,Torres,NY15,M,2020,202225-4361,202225-6001,https://ritchietorres.house.gov/,,"317 Cannon House Office Building Washington, DC  20515",T000486,,,@RepRitchie,,,03/12/88
N00044790,Jamaal Bowman,Bowman,NY16,M,2020,202225-2464,202225-5513,https://bowman.house.gov/,,"1605 Longworth House Office Building Washington, DC 20515",B001223,,,@RepBowman,,,04/01/76
N00051208,Mike Lawler,Lawler,NY17,M,2022,,,,,,,,,,,,
N00041165,Pat Ryan,Ryan,NY18,M,2022,,,,,,,,,,,,
N00049147,Marc Molinaro,Molinaro,NY19,M,2022,,,,,,,,,,,,
N00030196,Paul Tonko,Tonko,NY20,M,2008,202-225-5076,202-225-5077,https://tonko.house.gov,https://tonko.house.gov/email-form1,2463 Rayburn House Office Building,T000469,4403,H8NY21203,RepPaulTonko,https://youtube.com/reppaultonko,reppaultonko,1949-06-18
N00035523,Elise Stefanik,Stefanik,NY21,F,2014,202-225-4611,202-226-0621,https://stefanik.house.gov,,318 Cannon House Office Building,S001196,,H4NY21079,RepStefanik,,RepEliseStefanik,1984-07-02
N00050433,Brandon Williams,Williams,NY22,M,2022,,,,,,,,,,,,
N00051431,Nick Langworthy,Langworthy,NY23,M,2022,,,,,,,,,,,,
N00036351,Claudia Tenney,Tenney,NY24,F,2020,202-225-3665,,https://tenney.house.gov,,512 Cannon House Office Building,T000478,,,RepTenney,,RepClaudiaTenney,1961-02-04
N00043207,Joseph D Morelle,Morelle,NY25,M,2018,202-225-3615,,https://morelle.house.gov,,1317 Longworth House Office Building,M001206,,,repjoemorelle,,,1957-04-29
N00027060,Brian Higgins,Higgins,NY26,M,2004,202-225-3306,202-226-0347,http://higgins.house.gov,http://higgins.house.gov/contact/email-brian,2459 Rayburn House Office Building,H001038,23127,H4NY27076,RepBrianHiggins,https://youtube.com/CongressmanHiggins,RepBrianHiggins,1959-10-06
N00027658,Kirsten Gillibrand,Gillibrand,NYS1,F,2009,202-224-4451,202-228-0282,https://www.gillibrand.senate.gov,http://www.gillibrand.senate.gov/contact/,478 Russell Senate Office Building,G000555,65147,H6NY20167,SenGillibrand,https://youtube.com/KirstenEGillibrand,KirstenGillibrand,1966-12-09
N00001093,Charles E Schumer,Schumer,NYS2,M,1998,202-224-6542,202-228-3027,https://www.schumer.senate.gov,https://www.schumer.senate.gov/contact/email-chuck,322 Hart Senate Office Building,S000148,26976,S8NY00082,SenSchumer,https://youtube.com/SenatorSchumer,senschumer,1950-11-23
N00049636,Don Davis,Davis,NC01,M,2022,,,,,,,,,,,,
N00038565,Deborah Ross,Ross,NC02,F,2020,202225-3032,202225-0181,https://ross.house.gov/,,"1208 Longworth House Office Building Washington, DC  20515",R000305,,,@RepDeborahRoss,,,06/20/63
N00044027,Greg Murphy,Murphy,NC03,M,2019,,,,,,,,,,,,
N00049652,Valerie Foushee,Foushee,NC04,F,2022,,,,,,,,,,,,
N00026166,Virginia Foxx,Foxx,NC05,F,2004,202-225-2071,202-225-2995,http://foxx.house.gov,https://foxx.house.gov/forms/writeyourrep/?zip5=&zip4=,2262 Rayburn House Office Building,F000450,6051,H4NC05146,VirginiaFoxx,https://youtube.com/repvirginiafoxx,RepVirginiaFoxx,1943-06-29
N00042159,Kathy Manning,Manning,NC06,F,2020,202225-3065,202225-8611,https://manning.house.gov/,,"415 Cannon House Office Building Washington, DC  20515",M001135,,,@RepKManning,,,12/03/56
N00033527,David Rouzer,Rouzer,NC07,M,2014,202-225-2731,202-225-5773,https://rouzer.house.gov,,424 Cannon House Office Building,R000603,,H2NC07096,RepDavidRouzer,,RepRouzer,1972-02-16
N00044335,Dan Bishop,Bishop,NC08,M,2019,,,,,,,,,,,,
N00033630,Richard Hudson,Hudson,NC09,M,2012,202-225-3715,704-782-1004,https://hudson.house.gov,https://hudson.house.gov/email-me,429 Cannon House Office Building,H001067,136448,H2NC08185,RepRichHudson,https://youtube.com/RepRichHudson,RepRichHudson,1971-11-04
N00026627,Patrick McHenry,Mchenry,NC10,M,2004,202-225-2576,202-225-0316,http://mchenry.house.gov,http://mchenry.house.gov/contact/zipauth.htm,2334 Rayburn House Office Building,M001156,21031,H4NC10047,PatrickMcHenry,https://youtube.com/CongressmanMcHenry,CongressmanMcHenry,1975-10-22
N00049670,Chuck Edwards,Edwards,NC11,M,2022,,,,,,,,,,,,
N00035451,Alma Adams,Adams,NC12,F,2014,202-225-1510,202-225-1512,http://adams.house.gov,http://adams.house.gov/contact,222 Cannon House Office Building,A000370,,H4NC12100,RepAdams,,CongresswomanAdams,1946-05-27
N00049133,Wiley Nickel,Nickel,NC13,M,2022,,,,,,,,,,,,
N00050407,Jeff Jackson,Jackson,NC14,M,2022,,,,,,,,,,,,
N00035492,Thom Tillis,Tillis,NCS1,M,2014,202-224-6342,,https://www.tillis.senate.gov/public,https://www.tillis.senate.gov/public/index.cfm/email-me,185 Dirksen Senate Office Building,T000476,,S4NC00162,senthomtillis,,SenatorThomTillis,1960-08-30
N00039551,Ted Budd,Budd,NCS2,M,2022,202-225-4531,,https://budd.house.gov,,118 Cannon House Office Building,B001305,,,RepTedBudd,,RepTedBudd,1971-10-21
N00042868,Kelly Armstrong,Armstrong,ND01,M,2018,202-225-2611,,https://armstrong.house.gov/,,1004 Longworth House Office Building,A000377,,,RepArmstrongND,,,1976-10-08
N00031688,John Hoeven,Hoeven,NDS1,M,2010,202-224-2551,202-224-7999,https://www.hoeven.senate.gov,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,338 Russell Senate Office Building,H001061,41788,S0ND00093,SenJohnHoeven,https://youtube.com/senatorjohnhoevennd,SenatorJohnHoeven,1957-03-13
N00004614,Kevin Cramer,Cramer,NDS2,M,2018,202-225-2611,202-226-0893,http://cramer.house.gov,https://cramer.house.gov/contact/email-me,1717 Longworth House Office Building,C001096,444,H0ND01026,RepKevinCramer,https://youtube.com/kevincramer,CongressmanKevinCramer,1961-01-21
N00049718,Greg Landsman,Landsman,OH01,M,2022,,,,,,,,,,,,
N00033310,Brad Wenstrup,Wenstrup,OH02,M,2012,202-225-3164,202-225-1992,http://wenstrup.house.gov,http://wenstrup.house.gov/contact/,2419 Rayburn House Office Building,W000815,135326,H2OH02085,RepBradWenstrup,https://youtube.com/repbradwenstrup,RepBradWenstrup,1958-06-17
N00033904,Joyce Beatty,Beatty,OH03,F,2012,202-225-4324,202-225-1984,http://beatty.house.gov,https://beattyforms.house.gov/forms/writeyourrep/,133 Cannon House Office Building,B001281,2427,H2OH03125,RepBeatty,,RepJoyceBeatty,1950-03-12
N00027894,Jim Jordan,Jordan,OH04,M,2006,202-225-2676,202-226-0577,http://jordan.house.gov,http://jordan.house.gov/contact/,2056 Rayburn House Office Building,J000289,8158,H6OH04082,Jim_Jordan,https://youtube.com/RepJimJordan,repjimjordan,1964-02-17
N00012233,Bob Latta,Latta,OH05,M,2007,202-225-6405,202-225-1985,http://latta.house.gov,https://latta.house.gov/contact/contactform.htm,2448 Rayburn House Office Building,L000566,9926,H8OH05036,BobLatta,https://youtube.com/CongressmanBobLatta,boblatta,1956-04-18
N00032088,Bill Johnson,Johnson,OH06,M,2010,202-225-5705,202-225-5907,http://billjohnson.house.gov,http://billjohnson.house.gov/contact/default.aspx,1710 Longworth House Office Building,J000292,120649,H0OH06189,RepBillJohnson,https://youtube.com/RepBillJohnson,RepBillJohnson,1954-11-10
N00048277,Max Miller,Miller,OH07,M,2022,,,,,,,,,,,,
N00038767,Warren Davidson,Davidson,OH08,M,2016,202-225-6205,,https://davidson.house.gov,,1004 Longworth House Office Building,D000626,,,WarrenDavidson,,CongressmanWarrenDavidson,1970-03-01
N00003522,Marcy Kaptur,Kaptur,OH09,F,1982,202-225-4146,202-225-7711,https://kaptur.house.gov,https://forms.house.gov/kaptur/webforms/issue_subscribe.shtml,2186 Rayburn House Office Building,K000009,27016,H2OH09031,RepMarcyKaptur,https://youtube.com/USRepMarcyKaptur,RepresentativeMarcyKaptur,1946-06-17
N00025175,Michael R Turner,Turner,OH10,M,2002,202-225-6465,202-225-6754,https://turner.house.gov,http://turner.house.gov/contact/,2368 Rayburn House Office Building,T000463,45519,H2OH03067,RepMikeTurner,https://youtube.com/CongressmanTurner,RepMikeTurner,1960-01-11
N00047875,Shontel Brown,Brown,OH11,F,2021,,,,,,,,,,,,
N00042194,Troy Balderson,Balderson,OH12,M,2018,202-225-5355,,https://balderson.house.gov/,,1221 Longworth House Office Building,B001306,,,RepBalderson,,,1962-01-16
N00050165,Emilia Sykes,Sykes,OH13,F,2022,,,,,,,,,,,,
N00035007,David P Joyce,Joynce,OH14,M,2012,202-225-5731,202-225-3307,https://joyce.house.gov,https://joyce.house.gov/email-me,1124 Longworth House Office Building,J000295,143052,H2OH14064,RepDaveJoyce,https://youtube.com/repdavejoyce,RepDaveJoyce,1957-03-17
N00048568,Mike Carey,Carey,OH15,M,2021,,,,,,,,,,,,
N00003535,Sherrod Brown,Brown,OHS1,M,2006,202-224-2315,202-228-6321,https://www.brown.senate.gov,http://www.brown.senate.gov/contact/,713 Hart Senate Office Building,B000944,27018,H2OH13033,SenSherrodBrown,https://youtube.com/SherrodBrownOhio,SenatorSherrodBrown,1952-11-09
N00048832,J D Vance,Vance,OHS2,M,2022,,,,,,,,,,,,
N00040829,Kevin Hern,Hern,OK01,M,2018,202-225-2211,,https://hern.house.gov,,1019 Longworth House Office Building,H001082,,,repkevinhern,,,1961-12-04
N00051106,Josh Brecheen,Brecheen,OK02,M,2022,,,,,,,,,,,,
N00005559,Frank D Lucas,Lucas,OK03,M,1994,202-225-5565,202-225-8698,http://lucas.house.gov,https://lucas.house.gov/contact-me/email-me,2405 Rayburn House Office Building,L000491,27032,H4OK06056,RepFrankLucas,https://youtube.com/RepFrankLucas,7872057395,1960-01-06
N00025726,Tom Cole,Cole,OK04,M,2002,202-225-6165,202-225-3512,https://cole.house.gov,https://coleforms.house.gov/contact/default.aspx,2467 Rayburn House Office Building,C001053,46034,H2OK04055,TomColeOK04,https://youtube.com/reptomcole,TomColeOK04,1949-04-28
N00044579,Stephanie Bice,Bice,OK05,F,2020,202225-2132,,https://bice.house.gov/,,"1223 Longworth House Office Building, Washington, DC 20515",B000740,,,@RepBice,,RepStephanieBice,11/11/73
N00031129,James Lankford,Lankford,OKS1,M,2014,202-224-5754,,https://www.lankford.senate.gov,http://www.lankford.senate.gov/contact/email,316 Hart Senate Office Building,L000575,124938,H0OK05114,SenatorLankford,https://youtube.com/SenatorLankford,SenatorLankford,1968-03-04
N00033410,Markwayne Mullin,Mullin,OKS2,M,2022,202-225-2701,202-225-3038,https://mullin.house.gov,https://mullin.house.gov/contact/email-me,1113 Longworth House Office Building,M001190,135898,H2OK02083,RepMullin,,RepMullin,1977-07-26
N00033474,Suzanne Bonamici,Bonamici,OR01,F,2012,202-225-0855,202-225-9497,http://bonamici.house.gov,https://bonamici.house.gov/contact-me/email-me,439 Cannon House Office Building,B001278,59641,H2OR01133,RepBonamici,https://youtube.com/RepSuzanneBonamici,congresswomanbonamici,1954-10-14
N00045773,Cliff Bentz,Bentz,OR02,M,2020,202225-6730,,https://bentz.house.gov/,,"1239 Longworth House Office Building Washington, DC  20515",B000668,,,@RepBentz,,,01/12/52
N00007727,Earl Blumenauer,Blumenauer,OR03,M,1996,202-225-4811,202-225-8941,https://blumenauer.house.gov,https://forms.house.gov/blumenauer/webforms/issue_subscribe.html,1111 Longworth House Office Building,B000574,367,H6OR03064,BlumenauerMedia,https://youtube.com/RepBlumenauer,blumenauer,1948-08-16
N00049734,Val Hoyle,Hoyle,OR04,F,2022,,,,,,,,,,,,
N00048900,Lori Chavez-Deremer,Chavez-Deremer,OR05,F,2022,,,,,,,,,,,,
N00049738,Andrea Salinas,Salinas,OR06,F,2022,,,,,,,,,,,,
N00029303,Jeff Merkley,Merkley,ORS1,M,2008,202-224-3753,202-228-3997,https://www.merkley.senate.gov,http://www.merkley.senate.gov/contact/,313 Hart Senate Office Building,M001176,23644,S8OR00207,SenJeffMerkley,https://youtube.com/SenatorJeffMerkley,jeffmerkley,1956-10-24
N00007724,Ron Wyden,Wyden,ORS2,M,1996,202-224-5244,202-228-2717,https://www.wyden.senate.gov,https://www.wyden.senate.gov/contact/,221 Dirksen Senate Office Building,W000779,27036,S6OR00110,RonWyden,https://youtube.com/senronwyden,wyden,1949-05-03
N00029147,Andy Harris,Harris,MD01,M,2010,202-225-5311,202-225-0254,http://harris.house.gov,https://harris.house.gov/contact-me/email-me,1533 Longworth House Office Building,H001052,19157,H8MD01094,RepAndyHarrisMD,https://youtube.com/RepAndyHarris,AndyHarrisMD,1957-01-25
N00025482,Dutch Ruppersberger,Ruppersberger,MD02,M,2002,202-225-3061,202-225-3094,http://ruppersberger.house.gov,http://ruppersberger.house.gov/contact-dutch/email-dutch,2416 Rayburn House Office Building,R000576,36130,H2MD02160,Call_Me_Dutch,https://youtube.com/ruppersberger,184756771570504,1946-01-31
N00027751,John Sarbanes,Sarbanes,MD03,M,2006,202-225-4016,202-225-9219,https://sarbanes.house.gov,http://sarbanes.house.gov/federal.asp,2444 Rayburn House Office Building,S001168,66575,H6MD03292,RepSarbanes,,RepSarbanes,1962-05-22
N00033749,Glenn Ivey,Ivey,MD04,M,2022,,,,,,,,,,,,
N00001821,Steny H Hoyer,Hoyer,MD05,M,1981,202-225-4131,202-225-4300,https://hoyer.house.gov,https://hoyer.house.gov/email-steny,1705 Longworth House Office Building,H000874,26890,H2MD05155,WhipHoyer,https://youtube.com/LeaderHoyer,WhipHoyer,1939-06-14
N00039122,David Trone,Trone,MD06,M,2018,202-225-2721,,https://trone.house.gov/,,1213 Longworth House Office Building,T000483,,,RepDavidTrone,,,1955-09-21
N00001799,Kweisi Mfume,Mfume,MD07,M,2020,,,,,,,,,,,,
N00037036,Jamie Raskin,Raskin,MD08,M,2016,202-225-5341,,https://raskin.house.gov,,431 Cannon House Office Building,R000606,,,repraskin,,repraskin,1962-12-13
N00001955,Ben Cardin,Cardin,MDS1,M,2006,202-224-4524,202-224-1651,https://www.cardin.senate.gov,http://www.cardin.senate.gov/contact/,509 Hart Senate Office Building,C000141,26888,H6MD03177,SenatorCardin,https://youtube.com/senatorcardin,senatorbencardin,1943-10-05
N00013820,Chris Van Hollen,Van Hollen,MDS2,M,2016,202-224-4654,202-225-0375,https://www.vanhollen.senate.gov,https://www.vanhollen.senate.gov/content/contact-senator,110 Hart Senate Office Building,V000128,6098,H2MD08126,ChrisVanHollen,https://youtube.com/RepChrisVanHollen,chrisvanhollen,1959-01-10
N00000153,Richard E Neal,Neal,MA01,M,1988,202-225-5601,202-225-8112,https://neal.house.gov,https://forms.house.gov/neal/webforms/Contact_Form.shtml,341 Cannon House Office Building,N000015,26895,H8MA02041,RepRichardNeal,https://youtube.com/RepRichardENeal,325642654132598,1949-02-14
N00000179,James P McGovern,Mcgovern,MA02,M,1996,202-225-6101,202-225-5759,http://mcgovern.house.gov,https://mcgovern.house.gov/contact/email-me,438 Cannon House Office Building,M000312,552,H4MA03022,RepMcGovern,https://youtube.com/repjimmcgovern,RepJimMcGovern,1959-11-20
N00041808,Lori Trahan,Trahan,MA03,F,2018,202-225-3411,,https://trahan.house.gov/,,1616 Longworth House Office Building,T000482,,,RepLoriTrahan,,,1973-10-27
N00045506,Jake Auchincloss,Auchincloss,MA04,M,2020,202225-5931,,https://auchincloss.house.gov/,,"1524 Longworth House Office Building Washington, DC  20515",A000148,,,@RepAuchincloss,,,01/29/88
N00035278,Katherine Clark,Clark,MA05,F,2013,202-225-2836,202-226-0092,https://katherineclark.house.gov,https://katherineclark.house.gov/index.cfm/email-me,1415 Longworth House Office Building,C001101,35858,H4MA05084,RepKClark,,CongresswomanClark,1963-07-17
N00035431,Seth Moulton,Moulton,MA06,M,2014,202-225-8020,202-225-5915,http://moulton.house.gov,,1408 Longworth House Office Building,M001196,,H4MA06090,teammoulton,,CongressmanSethMoulton,1978-10-24
N00042581,Ayanna Pressley,Pressley,MA07,F,2018,202-225-5111,,https://pressley.house.gov/,,1108 Longworth House Office Building,P000617,,,RepPressley,,,1974-02-03
N00013855,Stephen Lynch,Lynch,MA08,M,2001,202-225-8273,202-225-3984,http://lynch.house.gov,https://lynch.house.gov/contact-me/email-me,2268 Rayburn House Office Building,L000562,4844,H2MA09072,RepStephenLynch,https://youtube.com/RepLynch,repstephenlynch,1955-03-31
N00031933,Bill Keating,Keating,MA09,M,2010,202-225-3111,202-225-5658,https://keating.house.gov,https://forms.house.gov/keating/webforms/contact.shtml,2351 Rayburn House Office Building,K000375,4743,H0MA10082,USRepKeating,https://youtube.com/RepBillKeating,USRepKeating,1952-09-06
N00033492,Elizabeth Warren,Warren,MAS1,F,2012,202-224-4543,202-228-2072,https://www.warren.senate.gov,https://www.warren.senate.gov/?p=email_senator,317 Hart Senate Office Building,W000817,141272,S2MA00170,SenWarren,https://youtube.com/senelizabethwarren,senatorelizabethwarren,1949-06-22
N00000270,Ed Markey,Markey,MAS2,M,2013,202-224-2742,,https://www.markey.senate.gov,https://www.markey.senate.gov/contact,255 Dirksen Senate Office Building,M000133,26900,H6MA07101,SenMarkey,https://youtube.com/RepMarkey,EdJMarkey,1946-07-11
N00039533,John Bergman,Bergman,MI01,M,2016,202-225-4735,,https://bergman.house.gov,,414 Cannon House Office Building,B001301,,,RepJackBergman,,RepJackBergman,1947-02-02
N00036275,John Moolenaar,Moolenaar,MI02,M,2014,202-225-3561,202-225-9679,https://moolenaar.house.gov,,117 Cannon House Office Building,M001194,,H4MI04126,RepMoolenaar,,RepMoolenaar,1961-05-08
N00044885,Hillary Scholten,Scholten,MI03,F,2022,,,,,,,,,,,,
N00030673,Bill Huizenga,Huizenga,MI04,M,2010,202-225-4401,202-226-0779,http://huizenga.house.gov,http://huizenga.house.gov/contact/,2232 Rayburn House Office Building,H001058,38351,H0MI02094,RepHuizenga,https://youtube.com/RepHuizenga,RepHuizenga,1969-01-31
N00026368,Tim Walberg,Walberg,MI05,M,2010,202-225-6276,202-225-6281,http://walberg.house.gov,https://walberg.house.gov/contact/contactform.htm,2436 Rayburn House Office Building,W000798,8618,H4MI07103,RepWalberg,https://youtube.com/RepWalberg,RepWalberg,1951-04-12
N00036149,Debbie Dingell,Dingell,MI06,F,2014,202-225-4071,202-226-0371,https://debbiedingell.house.gov,,116 Cannon House Office Building,D000624,,H4MI12079,RepDebDingell,,RepDebbieDingell,1953-11-23
N00041357,Elissa Slotkin,Slotkin,MI07,F,2018,202-225-4872,,https://slotkin.house.gov/,,1531 Longworth House Office Building,S001208,,,RepSlotkin,,,1976-07-10
N00033395,Dan Kildee,Kildee,MI08,M,2012,202-225-3611,202-225-6393,http://dankildee.house.gov,https://dankildee.house.gov/contact/email-me,227 Cannon House Office Building,K000380,136102,H2MI05119,RepDanKildee,https://youtube.com/RepDanKildee,RepDanKildee,1958-08-11
N00045730,Lisa McClain,Mcclain,MI09,F,2020,202225-2106,202226-1169,https://mcclain.house.gov/,,"218 Cannon House Office Building Washington, DC  20515",M001136,,,@RepLisaMcClain,,,04/07/66
N00041550,John James,James,MI10,M,2022,,,,,,,,,,,,
N00040915,Haley Stevens,Stevens,MI11,F,2018,202-225-8171,,https://stevens.house.gov/,,227 Cannon House Office Building,S001215,,,RepHaleyStevens,,,1983-06-01
N00042649,Rashida Tlaib,Tlaib,MI12,F,2018,202-225-5126,,https://tlaib.house.gov/,,1628 Longworth House Office Building,T000481,,,RepRashida,,,1976-07-24
N00049602,Shri Thanedar,Thanedar,MI13,M,2022,,,,,,,,,,,,
N00029277,Gary Peters,Peters,MIS1,M,2014,202-224-6221,202-226-2356,https://www.peters.senate.gov,https://www.peters.senate.gov/contact/email-gary,724 Hart Senate Office Building,P000595,8749,H8MI09068,SenGaryPeters,https://youtube.com/RepGaryPeters,SenGaryPeters,1958-12-01
N00004118,Debbie Stabenow,Stabenow,MIS2,F,2000,202-224-4822,202-228-0325,https://www.stabenow.senate.gov,http://www.stabenow.senate.gov/?p=contact,731 Hart Senate Office Building,S000770,515,S8MI00281,SenStabenow,https://youtube.com/senatorstabenow,SenatorStabenow,1950-04-29
N00050649,Brad Finstad,Finstad,MN01,M,2022,,,,,,,,,,,,
N00037039,Angie Craig,Craig,MN02,F,2018,202-225-2271,,https://craig.house.gov/,,1523 Longworth House Office Building,C001119,,,RepAngieCraig,,,1972-02-14
N00041134,Dean Phillips,Phillips,MN03,M,2018,202-225-2871,,https://phillips.house.gov/,,1305 Longworth House Office Building,P000616,,,RepDeanPhillips,,,1969-01-20
N00012942,Betty McCollum,Mccollum,MN04,F,2000,202-225-6631,202-225-1968,http://mccollum.house.gov,https://mccollum.house.gov/contact-me/email-me,2256 Rayburn House Office Building,M001143,3812,H0MN04049,BettyMcCollum04,,repbettymccollum,1954-07-12
N00043581,Ilhan Omar,Omar,MN05,F,2018,202-225-4755,,https://omar.house.gov/,,1517 Longworth House Office Building,O000173,,,,,,1981-10-04
N00035440,Tom Emmer,Emmer,MN06,M,2014,202-225-2331,202-225-6475,https://emmer.house.gov,,315 Cannon House Office Building,E000294,,H4MN06087,RepTomEmmer,,reptomemmer,1961-03-03
N00045251,Michelle Fischbach,Fischbach,MN07,F,2020,202225-2165,202225-1593,https://fischbach.house.gov/,,"1237 Longworth House Office Building Washington, DC  20515",F000470,,,@RepFischbach,,RepFischbach,11/03/65
N00041511,Pete Stauber,Stauber,MN08,M,2018,202-225-6211,,https://stauber.house.gov/,,126 Cannon House Office Building,S001212,,,RepPeteStauber,,,1966-05-10
N00042353,Tina Smith,Smith,MNS1,F,2018,202-224-5641,,https://www.smith.senate.gov,https://www.smith.senate.gov/content/contact-senator,309 Hart Senate Office Building,S001203,,,SenTinaSmith,,USSenTinaSmith,1958-03-04
N00027500,Amy Klobuchar,Klobuchar,MNS2,F,2006,202-224-3244,202-228-2186,https://www.klobuchar.senate.gov,http://www.klobuchar.senate.gov/public/index.cfm/contact,302 Hart Senate Office Building,K000367,65092,S6MN00267,AmyKlobuchar,https://youtube.com/senatorklobuchar,AmyKlobuchar,1960-05-25
N00037003,Trent Kelly,Kelly,MS01,M,2015,202-225-4306,,https://trentkelly.house.gov,,1721 Longworth House Office Building,K000388,,,reptrentkelly,,reptrentkelly,1966-03-01
N00003288,Bennie G Thompson,Thompson,MS02,M,1993,202-225-5876,202-225-5898,https://benniethompson.house.gov,https://forms.house.gov/benniethompson/contact-form.shtml,2466 Rayburn House Office Building,T000193,26929,H4MS02068,BennieGThompson,https://youtube.com/RepBennieThompson,7259193379,1948-01-28
N00042458,Michael Guest,Guest,MS03,M,2018,202-225-5031,,https://guest.house.gov/,,230 Cannon House Office Building,G000591,,,,,,1970-02-04
N00048240,Mike Ezell,Ezell,MS04,M,2022,,,,,,,,,,,,
N00043298,Cindy Hyde-Smith,Hyde-Smith,MSS1,F,2018,202-224-5054,,https://www.hydesmith.senate.gov,https://www.hydesmith.senate.gov/content/contact-senator,G12 Dirksen Senate Office Building,H001079,,,SenHydeSmith,,,1959-05-10
N00003280,Roger Wicker,Wicker,MSS2,M,2007,202-224-6253,202-228-0378,https://www.wicker.senate.gov,https://www.wicker.senate.gov/public/index.cfm/contact,555 Dirksen Senate Office Building,W000437,21926,H4MS01078,SenatorWicker,https://youtube.com/SenatorWicker,SenatorWicker,1951-07-05
N00039373,Cori Bush,Bush,MO01,F,2020,202225-2406,202226-3717,https://bush.house.gov/,,563 Cannon House Office Building,B001224,,,@RepCori,,RepCori,07/21/76
N00033106,Ann Wagner,Wagner,MO02,F,2012,202-225-1621,202-225-2563,http://wagner.house.gov,https://wagner.house.gov/contact/email-me,435 Cannon House Office Building,W000812,136083,H2MO02102,RepAnnWagner,,RepAnnWagner,1962-09-13
N00030026,Blaine Luetkemeyer,Luetkemeyer,MO03,M,2008,202-225-2956,202-225-5712,http://luetkemeyer.house.gov,https://luetkemeyer.house.gov/forms/writeyourrep/,2230 Rayburn House Office Building,L000569,20400,H8MO09153,RepBlainePress,https://youtube.com/BLuetkemeyer,BlaineLuetkemeyer,1952-05-07
N00049617,Mark Alford,Alford,MO04,M,2022,,,,,,,,,,,,
N00026790,Emanuel Cleaver,Cleaver,MO05,M,2004,202-225-4535,202-225-4403,http://cleaver.house.gov,https://cleaver.house.gov/contact/email-me,2335 Rayburn House Office Building,C001061,39507,H4MO05234,RepCleaver,https://youtube.com/repcleaver,emanuelcleaverii,1944-10-26
N00013323,Sam Graves,Graves,MO06,M,2000,202-225-7041,202-225-8221,https://graves.house.gov,https://gravesforms.house.gov/email-sam,1135 Longworth House Office Building,G000546,9425,H0MO06073,RepSamGraves,,118514606128,1963-11-07
N00049123,Eric Burlison,Burlison,MO07,M,2022,,,,,,,,,,,,
